"longitude","latitude","id","Color.majority","Color.plurality","Color.all","Pattern.majority","Pattern.plurality","Pattern.all","time.n","time.mean","time.min","time.max","time.all","scientific_name","place_guess","common_name","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","s.color","date","year","month","day","elevation","temp","precip"
-97.76325333,30.26613833,10826696,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,5.630707887,2.01087159,10.73385814,"10.733858143000106,2.010871590000079,4.147393927999929","Pantherophis_obsoletus","Zilker Metropolitan Park, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Thu Apr 12 2018 16:32:46 GMT-0500 (CDT)","4/12/18","brown","2018-04-12",2018,4,12,153,20.0041656494141,825
-100.7729716,31.30983712,10834700,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,4.541429033,1.655967907,9.422746631,"9.422746631000052,1.6559679070001039,2.5455725609999718","Pantherophis_obsoletus","1701 Horseshoe Bend Trl, Mertzon, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Thu Apr 12 2018 19:58:22 GMT-0500 (CDT)","4/12/18","light_gray","2018-04-12",2018,4,12,644,17.8374996185303,527
-96.25575333,30.6732,10839385,3,3,"""3""(2)","1","1","""1""(2)",2,7.254770919,2.034392291,12.47514955,"2.0343922909996763,12.475149546002285","Pantherophis_obsoletus","5801–5899 Elmo Weedon Rd, College Station, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Thu Apr 12 2018 21:11:35 GMT-0500 (CDT)","4/12/18","light_gray","2018-04-12",2018,4,12,83,19.8125,1023
-97.57543182,31.7939167,10840094,4,4,"""4""(2)","1","1","""1""(2)",2,2.98799399,1.465026747,4.510961232,"1.4650267469996834,4.5109612320011365","Pantherophis_obsoletus","304 County Rd 3112, Clifton, TX 76634, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-12 8:29:50 PM CDT","4/12/18","brown","2018-04-12",2018,4,12,201,18.625,845
-96.181955,36.737185,10867520,1,1,"""1""(2)","4","4","""4""(2)",2,2.722275272,2.630453647,2.814096896,"2.630453647000195,2.8140968960001373","Pantherophis_obsoletus","Osage Hills State Park","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-13 11:20:50 AM CDT","4/13/18","black","2018-04-13",2018,4,13,240,14.8708333969116,1019
-95.65620147,30.25434985,10869244,3,3,"""3""(2)","1","1","""1""(2)",2,4.371983581,2.171118486,6.572848676,"2.1711184860000685,6.572848675999921","Pantherophis_obsoletus","Magnolia, TX 77354, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-12 2:12:23 PM CDT","4/12/18","light_gray","2018-04-12",2018,4,12,57,19.5125007629395,1135
-98.5583676,33.8474363,10869690,4,4,"""2""(1),""4""(2)","1","1","""1""(3)",3,2.59356297,1.712838181,3.316884963,"3.316884963000007,2.7509657670002525,1.7128381809998245","Pantherophis_obsoletus","5205 Fairway Blvd, Wichita Falls, TX 76310, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018/04/13 9:17 AM CDT","4/13/18","brown","2018-04-13",2018,4,13,304,17.4249992370605,731
-97.89620333,30.37324167,10873972,4,4,"""4""(2)","1","1","""1""(2)",2,3.461211426,3.288933651,3.633489202,"3.288933650999752,3.633489201999055","Pantherophis_obsoletus","3200–3298 Steiner Ranch Blvd, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"Fri Apr 13 2018 17:13:54 GMT-0500 (CDT)","4/13/18","brown","2018-04-13",2018,4,13,247,19.2583332061768,825
-97.95622404,30.40571829,10890837,4,4,"""4""(2)","1","1","""1""(2)",2,3.319231827,2.625083769,4.013379885,"2.625083768999957,4.0133798850006315","Pantherophis_obsoletus","3305 Rockhill Dr, Lago Vista, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,6,0,"Fri Apr 13 2018 16:55:03 GMT-0500 (CDT)","4/13/18","brown","2018-04-13",2018,4,13,225,19.2958335876465,815
-94.1265562,30.080174,10906945,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,4.938256857,1.850272853,9.490395828,"9.49039582800009,1.850272853000206,3.474101889999929","Pantherophis_obsoletus","Beaumont, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"2018/04/01 11:01 AM CDT","4/1/18","brown","2018-04-01",2018,4,1,8,20.5625,1438
-95.37957833,30.03892217,10911167,4,4,"""4""(2)","1","1","""1""(2)",2,2.166618417,1.33637177,2.996865064,"1.3363717699999142,2.9968650640003034","Pantherophis_obsoletus","22306 Aldine Westfield Rd, Humble, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Fri Apr 13 2018 10:53:25 GMT-0500 (CDT)","4/13/18","brown","2018-04-13",2018,4,13,35,20.3999996185303,1172
-95.19718833,29.50487833,10961260,3,3,"""3""(2)","1","1","""1""(2)",2,3.769275827,2.595935687,4.942615968,"2.5959356869998373,4.942615968000155","Pantherophis_obsoletus","808 Balmoral Ct, Friendswood, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"Fri Apr 13 2018 15:45:28 GMT-0500 (CDT)","4/13/18","light_gray","2018-04-13",2018,4,13,12,20.5541667938232,1264
-97.1363055,32.77847,10961664,3,3,"""3""(2)","1","1","""1""(2)",2,4.646316866,3.878441293,5.414192438,"5.4141924380001,3.878441293000378","Pantherophis_obsoletus","1911 NW Green Oaks Blvd, Arlington, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"Sat Apr 14 2018 14:28:56 GMT-0500 (CDT)","4/14/18","light_gray","2018-04-14",2018,4,14,148,18.8125,851
-98.46085333,30.19312833,11008011,4,4,"""4""(2)","1","1","""1""(2)",2,2.624465522,2.140190131,3.108740912,"2.140190131000054,3.10874091200003","Pantherophis_obsoletus","2300–2330 Blue Ridge Dr, Johnson City, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"Thu Apr 12 2018 11:45:48 GMT-0500 (CDT)","4/12/18","brown","2018-04-12",2018,4,12,517,18.4750003814697,851
-94.95729927,31.19169701,11034889,3,3,"""3""(2)","1","1","""1""(2)",2,4.254027216,1.88719476,6.620859673,"1.887194759999602,6.620859672999359","Pantherophis_obsoletus","Apple Springs, TX 75926, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"2018-03-11 8:53:30 AM CDT","3/11/18","light_gray","2018-03-11",2018,3,11,89,18.9375,1122
-97.87793857,32.76455421,11062347,2,2,"""1""(1),""2""(2)","1","1","""1""(2),""4""(1)",3,2.912633744,1.829739847,4.868731424,"2.0394299600000068,1.829739846999928,4.868731423999634","Pantherophis_obsoletus","100 Forest Creek Cir, Weatherford, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Mon Apr 16 2018 19:00:33 GMT-0500 (CDT)","4/16/18","dark_gray","2018-04-16",2018,4,16,340,17.8624992370605,841
-95.3006127,30.02992241,11068405,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,2.967561407,2.26547518,3.894919939,"2.26547518000001,2.742289102000086,3.8949199390012836","Pantherophis_obsoletus","Humble, TX 77338, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2018-04-17 10:21:36 AM CDT","4/17/18","light_gray","2018-04-17",2018,4,17,32,20.1666660308838,1194
-96.72139,29.435296,1107237,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,2.17936834,1.365377052,3.204194637,"3.2041946370000005,1.9685333300000138,1.3653770520000421","Pantherophis_obsoletus",NA,"Western Ratsnake","Texas Ratsnake","Reptilia",73888,1,0,"11/1/08","11/1/08","brown","2008-11-01",2008,11,1,81,20.0499992370605,1048
-92.23429167,38.58724667,11089665,1,1,"""1""(2)","4","4","""4""(2)",2,1.822277902,1.446065004,2.1984908,"2.1984908000003998,1.4460650040000473","Pantherophis_obsoletus","330 Commerce Dr, Jefferson City, MO, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Tue Apr 17 2018 15:51:07 GMT-0500 (CDT)","4/17/18","black","2018-04-17",2018,4,17,232,12.7708330154419,1014
-96.8072319,28.29924188,11094940,4,4,"""4""(2)","1","1","""1""(2)",2,3.077611338,1.869968257,4.285254419,"1.8699682569999823,4.285254419000012","Pantherophis_obsoletus","Aransas County, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"2018/04/17 7:38 PM CDT","4/17/18","brown","2018-04-17",2018,4,17,NA,NA,NA
-97.64023333,30.23431667,11096653,4,4,"""4""(2)","1","1","""1""(2)",2,1.573784362,1.484665476,1.662903249,"1.66290324900001,1.4846654759999183","Pantherophis_obsoletus","Hornsby Bend, Austin, Texas","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"4/14/18 12:11","4/14/18","brown","2018-04-14",2018,4,14,134,19.9208335876465,838
-99.7839808,30.91888436,11118647,3,3,"""3""(2)","1","1","""1""(2)",2,2.802685744,1.541487605,4.063883883,"4.063883883000017,1.5414876049999293","Pantherophis_obsoletus","Decker St, Menard, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Fri Apr 13 2018 19:51:30 GMT-0500 (CDT)","4/13/18","light_gray","2018-04-13",2018,4,13,578,18.1208324432373,600
-98.3678156,30.50099079,11121502,2,2,"""2""(2)","1","1","""1""(2)",2,3.304858939,2.28598995,4.323727928,"2.28598994999993,4.323727928000153","Pantherophis_obsoletus","Horseshoe Bay, TX  78657, Horseshoe Bay, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"Wed Apr 18 2018 09:57:38 GMT-0500 (CDT)","4/18/18","dark_gray","2018-04-18",2018,4,18,355,19.0125007629395,766
-95.75915014,29.77497247,1112950,4,4,"""4""(2)","1","1","""1""(2)",2,7.773766401,1.34880511,14.19872769,"14.19872769199992,1.3488051100000007","Pantherophis_obsoletus","Texas, US","Western Ratsnake","Western rat snake","Reptilia",73888,2,0,"Fri Dec 05 2014 08:31:59 GMT-0600 (CST)","12/5/14","brown","2014-12-05",2014,12,5,41,20.5375003814697,1086
-95.44447,29.768186,11138275,4,4,"""4""(2)","1","1","""1""(2)",2,1.557235574,1.265025629,1.849445519,"1.2650256289998651,1.8494455189998007","Pantherophis_obsoletus","Memorial Park, Houston, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2016/05/05 11:34 AM CDT","5/5/16","brown","2016-05-05",2016,5,5,30,20.7458324432373,1195
-97.29603511,31.01388017,11142715,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,4.750524518,1.530916028,8.033679441,"8.033679441000032,1.530916027999865,4.686978084000202","Pantherophis_obsoletus","Bell County, US-TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Tue May 30 2017 19:46:51 GMT-0500 (CDT)","5/30/17","light_gray","2017-05-30",2017,5,30,158,19.470832824707,877
-91.952034,37.22405624,11144221,1,1,"""1""(2)","4","4","""4""(2)",2,2.026791858,1.284403628,2.769180089,"1.2844036279998363,2.7691800889997467","Pantherophis_obsoletus","5076 Watson Rd, Solo, MO 65564, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-13 1:46:52 PM CDT","4/13/18","black","2018-04-13",2018,4,13,385,12.8625001907349,1089
-96.59639667,34.515975,11178191,2,2,"""2""(2)","N/A","N/A","""1""(1),""U""(1)",2,3323.232251,3.426056501,6643.038445,"6643.038445395001,3.426056501000403","Pantherophis_obsoletus","Stonewall, OK  74871, Stonewall, OK, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Thu Apr 19 2018 11:21:25 GMT-0500 (CDT)","4/19/18","dark_gray","2018-04-19",2018,4,19,345,16.0583343505859,1026
-97.7960369,37.76519164,11222781,1,1,"""1""(2)","4","4","""4""(2)",2,4.209406736,3.977217868,4.441595604,"3.9772178680013894,4.441595603999758","Pantherophis_obsoletus","Mount Hope, KS  67108, Mount Hope, KS, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Thu Apr 19 2018 13:48:02 GMT-0500 (CDT)","4/19/18","black","2018-04-19",2018,4,19,437,13.3333330154419,752
-94.700705,33.95692,11276444,1,1,"""1""(2)","4","4","""4""(2)",2,2.440062423,2.30783798,2.572286866,"2.5722868659995584,2.3078379799990216","Pantherophis_obsoletus","Little River National Wildlife Refuge, Broken Bow, OK, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Fri Apr 20 2018 11:38:22 GMT-0500 (CDT)","4/20/18","black","2018-04-20",2018,4,20,109,16.5041675567627,1255
-95.45154241,29.76225469,11281246,3,3,"""3""(2)","N/A","N/A","""1""(1),""3""(1)",2,2.421282827,2.283378636,2.559187017,"2.5591870170010225,2.2833786360006343","Pantherophis_obsoletus","Inner Loop, Houston, TX 77024, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"2018-04-21 2:38:11 PM CDT","4/21/18","light_gray","2018-04-21",2018,4,21,27,20.7374992370605,1192
-96.6043647,28.5159734,11298747,4,4,"""4""(1)","1","1","""1""(1)",1,3.453752484,3.453752484,3.453752484,"3.453752484","Pantherophis_obsoletus","FM1289, Port Lavaca, TX 77979, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2018-04-21 5:05:42 PM CDT","4/21/18","brown","2018-04-21",2018,4,21,7,21.6208343505859,1041
-97.241645,31.1699,11324564,4,4,"""4""(2)","1","1","""1""(2)",2,3.180838246,2.029488882,4.332187609,"2.0294888820000097,4.3321876090049045","Pantherophis_obsoletus","6084 Arthur Cemetery Rd, Troy, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat Apr 21 2018 18:33:20 GMT-0500 (CDT)","4/21/18","brown","2018-04-21",2018,4,21,183,19.2999992370605,882
-98.47023261,29.35684727,11324743,3,3,"""3""(1)","1","1","""1""(1)",1,1.682971691,1.682971691,1.682971691,"1.682971691","Pantherophis_obsoletus","7029 Symphony Ln, San Antonio, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Sun Apr 22 2018 12:05:21 GMT-0500 (CDT)","4/22/18","light_gray","2018-04-22",2018,4,22,173,20.6708335876465,758
-90.65628071,29.54559856,11334340,4,4,"""4""(2)","1","1","""1""(2)",2,2.911244776,2.509328229,3.313161323,"2.5093282290000047,3.313161322999804","Pantherophis_obsoletus","Terrebonne Parish, LA, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2016/11/08 1:15 PM CST","11/8/16","brown","2016-11-08",2016,11,8,8,20.408332824707,1630
-94.5340568,29.61349298,11356413,3,3,"""3""(1)","1","1","""1""(1)",1,2.815906633,2.815906633,2.815906633,"2.815906633","Pantherophis_obsoletus","Anahuac National Wildlife Refuge, Anahuac, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"Sat Apr 21 2018 06:09:11 GMT-0500 (CDT)","4/21/18","light_gray","2018-04-21",2018,4,21,3,20.3541660308838,1276
-97.08094025,36.12222672,11401342,4,4,"""4""(1)","1","1","""1""(1)",1,3.444644448,3.444644448,3.444644448,"3.444644448","Pantherophis_obsoletus","120 S Kings St, Stillwater, OK 74074, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2018-04-23 3:39:57 PM CDT","4/23/18","brown","2018-04-23",2018,4,23,282,15.4875001907349,923
-98.45345333,29.55971333,11405558,3,3,"""3""(2)","1","1","""1""(2)",2,4.408124866,3.934238016,4.882011715,"4.882011714999976,3.9342380160014727","Pantherophis_obsoletus","McAllister Park, San Antonio, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,1,"Tue Apr 24 2018 10:13:20 GMT-0500 (CDT)","4/24/18","light_gray","2018-04-24",2018,4,24,239,20.2625007629395,816
-97.99818333,30.17201167,11407038,3,3,"""3""(2)","1","1","""1""(2)",2,4.44291655,1.984885987,6.900947113,"6.900947113000029,1.9848859869962325","Pantherophis_obsoletus","221 Saddleback Rd, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Tue Apr 24 2018 18:42:58 GMT-0500 (CDT)","4/24/18","light_gray","2018-04-24",2018,4,24,340,19.125,861
-98.69715,31.60603667,11429687,4,4,"""4""(2)","1","1","""1""(2)",2,8.29886414,7.049423005,9.548305275,"7.049423005000108,9.548305275005987","Pantherophis_obsoletus","1360 US Highway 84 W, Mullin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"Tue Apr 24 2018 17:46:06 GMT-0500 (CDT)","4/24/18","brown","2018-04-24",2018,4,24,451,18.1333332061768,691
-92.23623667,38.588875,11432437,1,1,"""1""(2)","4","4","""4""(2)",2,1.523795044,1.521876872,1.525713216,"1.5257132159999856,1.5218768720005755","Pantherophis_obsoletus","330 Commerce Dr, Jefferson City, MO, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Tue Apr 24 2018 12:13:31 GMT-0500 (CDT)","4/24/18","black","2018-04-24",2018,4,24,232,12.7708330154419,1014
-92.23245084,38.59027279,11459537,1,1,"""1""(2)","4","4","""4""(2)",2,8.714065655,2.381433034,15.04669828,"2.381433033999997,15.046698275997187","Pantherophis_obsoletus","Jefferson City, MO, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018/04/26 12:53 PM CDT","4/26/18","black","2018-04-26",2018,4,26,222,12.8166666030884,1014
-97.95726167,30.1559055,11463151,4,4,"""4""(2)","1","1","""1""(2)",2,2.153701721,1.403360852,2.904042589,"1.4033608519999916,2.9040425890052575","Pantherophis_obsoletus","402 Barsana Rd, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sun Apr 22 2018 15:21:32 GMT-0500 (CDT)","4/22/18","brown","2018-04-22",2018,4,22,288,19.2666664123535,854
-94.60303667,36.1272305,1147994,1,1,"""1""(2)","4","4","""4""(2)",2,2.083638539,1.96567142,2.201605659,"1.9656714200000351,2.201605658999938","Pantherophis_obsoletus","E0615 Rd, Watts, OK, US","Western Ratsnake","Western rat snake","Reptilia",73888,3,0,"Fri Nov 21 2014 16:10:10 GMT-0600 (CST)","11/21/14","black","2014-11-21",2014,11,21,292,14.6583337783813,1156
-90.92893984,39.01070404,11484321,1,1,"""1""(2)","4","4","""4""(2)",2,2.209664759,1.416706442,3.002623075,"3.002623074999974,1.4167064420034876","Pantherophis_obsoletus","Monroe Township, MO, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-18 12:24:58 PM CDT","4/18/18","black","2018-04-18",2018,4,18,169,12.2124996185303,935
-90.5433197,38.66466141,11503570,1,1,"""1""(2)","4","4","""4""(2)",2,4.020740618,1.547636193,6.493845042,"1.5476361930000166,6.49384504200134","Pantherophis_obsoletus","Thornhill Estate, Chesterfield, MO 63017, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,1,"2018-04-27 10:50:49 AM CDT","4/27/18","black","2018-04-27",2018,4,27,191,12.9208335876465,974
-93.905479,32.816814,11510509,4,4,"""4""(1)","1","1","""1""(1)",1,2.993375635,2.993375635,2.993375635,"2.993375635","Pantherophis_obsoletus","Royal Hills Farm, Vivian, LA 71082, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-25 7:26 PM CDT","4/25/18","brown","2018-04-25",2018,4,25,97,17.4416675567627,1257
-91.30448151,36.99462128,11517113,1,1,"""1""(2)","4","4","""4""(2)",2,2.263765971,1.812078509,2.715453434,"1.8120785090000027,2.715453433993389","Pantherophis_obsoletus","20086 US-60, Winona, MO 65588, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-27 9:21:34 AM CDT","4/27/18","black","2018-04-27",2018,4,27,290,13.1999998092651,1138
-95.1887206,30.02922063,11544679,4,4,"""4""(1)","1","1","""1""(1)",1,1.471621863,1.471621863,1.471621863,"1.471621863","Pantherophis_obsoletus","1717 Forest Garden Dr, Humble, TX 77345, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-03-24 5:05:00 PM CDT","3/24/18","brown","2018-03-24",2018,3,24,22,20.2374992370605,1246
-96.95244597,33.06857297,1162128,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,2.383723439,1.994952067,2.724046675,"2.724046675000409,1.9949520669999856,2.4321715759999734","Pantherophis_obsoletus","Denton, Texas, United States","Western Ratsnake","texas rat snake","Reptilia",73888,3,0,"11/22/14 15:31","11/22/14","brown","2014-11-22",2014,11,22,156,18.0541667938232,927
-98.37271589,30.73624829,11625450,3,3,"""3""(1)","1","1","""1""(1)",1,1.344753099,1.344753099,1.344753099,"1.344753099","Pantherophis_obsoletus","Inks Lake State Park, Burnet, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Sat Apr 28 2018 11:24:02 GMT-0500 (CDT)","4/28/18","light_gray","2018-04-28",2018,4,28,277,18.9125003814697,738
-98.06060296,32.03357733,11636461,4,4,"""4""(1)","1","1","""1""(1)",1,1.774223729,1.774223729,1.774223729,"1.774223729","Pantherophis_obsoletus","Hico, TX  76457, Hico, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Sun Aug 13 2017 09:49:37 GMT-0500 (CDT)","8/13/17","brown","2017-08-13",2017,8,13,375,17.9833335876465,806
-96.44666972,32.93413476,11641949,3,3,"""3""(1)","1","1","""1""(1)",1,3.075651878,3.075651878,3.075651878,"3.075651878","Pantherophis_obsoletus","1050 Williams St, Rockwall, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat Apr 28 2018 13:25:20 GMT-0500 (CDT)","4/28/18","light_gray","2018-04-28",2018,4,28,158,18.029167175293,1004
-90.81914622,38.46673487,11650278,1,1,"""1""(1)","4","4","""4""(1)",1,1.495474005,1.495474005,1.495474005,"1.495474005","Pantherophis_obsoletus","583–633 Trail House Loop Rd, Pacific, MO, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat Apr 28 2018 14:14:23 GMT-0500 (CDT)","4/28/18","black","2018-04-28",2018,4,28,187,12.6333332061768,984
-98.672088,29.568691,1165410,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,2.692276341,1.455194468,4.167289057,"4.167289056999834,2.45434549700002,1.4551944679999451","Pantherophis_obsoletus","13530 Hausman Rd W, Helotes, TX, US","Western Ratsnake","Western rat snake","Reptilia",73888,2,0,"Wed Jan 07 2015 05:24:22 GMT-0600 (CST)","1/7/15","brown","2015-01-07",2015,1,7,307,19.8083324432373,811
-97.64343333,30.2631,11655403,3,3,"""3""(2)","1","1","""1""(2)",2,5.879038351,3.326998397,8.431078306,"8.43107830599996,3.3269983969948953","Pantherophis_obsoletus","Colorado River Greenbelt, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat Apr 28 2018 11:48:16 GMT-0500 (CDT)","4/28/18","light_gray","2018-04-28",2018,4,28,132,20.029167175293,833
-97.57752419,29.61381682,11675841,4,4,"""4""(1)","1","1","""1""(1)",1,1.920868238,1.920868238,1.920868238,"1.920868238","Pantherophis_obsoletus","State Park Road 11, Gonzales, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"Sat Apr 28 2018 17:18:05 GMT-0500 (CDT)","4/28/18","brown","2018-04-28",2018,4,28,109,19.9958343505859,888
-97.65376282,30.22177696,11741670,4,4,"""4""(2)","1","1","""1""(2)",2,2.268987901,1.39053564,3.147440162,"1.390535639999996,3.147440161999839","Pantherophis_obsoletus","Austin, TX 78725, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2018-04-28 12:02:02 PM CDT","4/28/18","brown","2018-04-28",2018,4,28,136,19.9624996185303,836
-97.74719167,30.22968,11742227,3,3,"""3""(2)","1","1","""1""(2)",2,3.55621951,2.625165285,4.487273736,"4.48727373600002,2.6251652849969105","Pantherophis_obsoletus","1301 Saint Edwards Dr, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Sun Apr 29 2018 09:06:29 GMT-0500 (CDT)","4/29/18","light_gray","2018-04-29",2018,4,29,190,20.0166664123535,838
-95.71093664,35.94944471,11783228,4,4,"""4""(2)","1","1","""1""(2)",2,6.45616597,6.390183285,6.522148655,"6.522148655000137,6.390183285002422","Pantherophis_obsoletus","23840 E 147th St S, Coweta, OK, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Sun Apr 29 2018 14:56:59 GMT-0500 (CDT)","4/29/18","brown","2018-04-29",2018,4,29,226,15.3625001907349,1049
-95.88506699,31.93532867,117917,2,2,"""2""(2)","1","1","""1""(2)",2,24.93449861,1.747839117,48.12115809,"48.12115809400029,1.7478391170000123","Pantherophis_obsoletus","Gus Engeling WMA","Western Ratsnake","Western Rat Snake (Pantherophis obsoletus)","Reptilia",73888,1,0,"4/8/12","4/8/12","dark_gray","2012-04-08",2012,4,8,100,18.5791664123535,1035
-95.9030912,36.2234392,11796829,1,1,"""1""(2)","4","4","""4""(2)",2,2.099616132,1.91654746,2.282684803,"2.2826848029999383,1.9165474600013113","Pantherophis_obsoletus","6700 Mohawk Blvd, Tulsa, OK 74115, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"4/29/18 10:31","4/29/18","black","2018-04-29",2018,4,29,188,15.5541667938232,1009
-97.71760226,30.04005415,11798448,4,4,"""4""(1)","1","1","""1""(1)",1,1.740236001,1.740236001,1.740236001,"1.740236001","Pantherophis_obsoletus","Texas, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2018/04/27 9:54 AM CDT","4/27/18","brown","2018-04-27",2018,4,27,210,19.75,877
-96.9621858,33.06066629,11802949,4,4,"""4""(1)","1","1","""1""(1)",1,1.306719576,1.306719576,1.306719576,"1.306719576","Pantherophis_obsoletus","Lewisville, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2018/04/29 12:45 PM CDT","4/29/18","brown","2018-04-29",2018,4,29,142,18.2583332061768,920
-94.11744717,32.69390833,11807321,2,2,"""2""(1)","1","1","""1""(1)",1,2.690891719,2.690891719,2.690891719,"2.690891719","Pantherophis_obsoletus","Karnack, TX  75661, Karnack, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat Apr 28 2018 16:50:35 GMT-0500 (CDT)","4/28/18","dark_gray","2018-04-28",2018,4,28,63,17.7583332061768,1233
-97.40475293,32.60836523,11812287,4,4,"""4""(1)","1","1","""1""(1)",1,1.772222569,1.772222569,1.772222569,"1.772222569","Pantherophis_obsoletus","Fort Worth, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018/04/29 4:14 PM CDT","4/29/18","brown","2018-04-29",2018,4,29,252,18.4583339691162,844
-97.40503728,32.60823637,11816950,4,4,"""4""(2)","1","1","""1""(2)",2,2.790830618,2.064859018,3.516802218,"2.064859017999993,3.516802218000521","Pantherophis_obsoletus","4680 McPherson Blvd, Fort Worth, TX 76123, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2018-04-29 4:25:33 PM CDT","4/29/18","brown","2018-04-29",2018,4,29,257,18.3791675567627,840
-94.11176641,32.69697083,11824203,2,2,"""2""(2)","1","1","""1""(2)",2,1.804743852,1.200531807,2.408955897,"2.4089558969999416,1.200531807000516","Pantherophis_obsoletus","Starr Ranch Rd, Karnack, TX 75661, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2018-04-28 5:10:38 PM CDT","4/28/18","dark_gray","2018-04-28",2018,4,28,60,17.7916660308838,1236
